file,truth,pred
call_1.mp3,"{""num_speakers"": 1, ""roles_detected"": [""customer""], ""customer_gender"": ""female"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""frustrated"", ""customer_emotion_intensity"": ""medium"", ""customer_sentiment"": ""negative"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""medium"", ""call_outcome_signal"": ""null""}","{""num_speakers"": 2, ""roles_detected"": [""agent"", ""customer""], ""customer_gender"": ""female"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""calm"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""polite"", ""agent_confidence"": ""high"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""unclear""}"
call_2.mp3,"{""num_speakers"": 1, ""roles_detected"": [""customer""], ""customer_gender"": ""female"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""angry"", ""customer_emotion_intensity"": ""medium"", ""customer_sentiment"": ""negative"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""medium"", ""call_outcome_signal"": ""null""}","{""num_speakers"": 2, ""roles_detected"": [""agent"", ""customer""], ""customer_gender"": ""male"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""neutral"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""polite"", ""agent_confidence"": ""high"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""unclear""}"
call_4.mp3,"{""num_speakers"": 1, ""roles_detected"": [""customer""], ""customer_gender"": ""male"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""calm"", ""customer_emotion_intensity"": ""medium"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""null""}","{""num_speakers"": 1, ""roles_detected"": [""customer""], ""customer_gender"": ""female"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""neutral"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""null""}"
call_5.mp3,"{""num_speakers"": 1, ""roles_detected"": [""customer""], ""customer_gender"": ""male"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""calm"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""null""}","{""num_speakers"": 0, ""roles_detected"": [], ""customer_gender"": ""unknown"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""neutral"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""null""}"
call_6.mp3,"{""num_speakers"": 1, ""roles_detected"": [""customer""], ""customer_gender"": ""male"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""calm"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""null""}","{""num_speakers"": 0, ""roles_detected"": [], ""customer_gender"": ""unknown"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""neutral"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""null""}"
call_7.mp3,"{""num_speakers"": 1, ""roles_detected"": [""customer""], ""customer_gender"": ""male"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""calm"", ""customer_emotion_intensity"": ""medium"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""null""}","{""num_speakers"": 0, ""roles_detected"": [], ""customer_gender"": ""unknown"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""neutral"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""null""}"
call_8.mp3,"{""num_speakers"": 1, ""roles_detected"": [""customer""], ""customer_gender"": ""male"", ""customer_speaking_rate"": ""fast"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""angry"", ""customer_emotion_intensity"": ""medium"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""medium"", ""call_outcome_signal"": ""null""}","{""num_speakers"": 0, ""roles_detected"": [], ""customer_gender"": ""unknown"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""neutral"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""null""}"
old_1.mp3,"{""num_speakers"": 2, ""roles_detected"": [""agent"", ""customer""], ""customer_gender"": ""male"", ""customer_speaking_rate"": ""slow"", ""customer_volume"": ""soft"", ""customer_main_emotion"": ""calm"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""medium"", ""agent_politeness"": ""polite"", ""agent_confidence"": ""medium"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""resolved""}","{""num_speakers"": 0, ""roles_detected"": [], ""customer_gender"": ""unknown"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""neutral"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""null""}"
retension_2.mp3,"{""num_speakers"": 2, ""roles_detected"": [""agent"", ""customer""], ""customer_gender"": ""female"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""calm"", ""customer_emotion_intensity"": ""medium"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""neutral"", ""agent_confidence"": ""medium"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""resolved""}","{""num_speakers"": 0, ""roles_detected"": [], ""customer_gender"": ""unknown"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""neutral"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""null"", ""agent_confidence"": ""null"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""null""}"
retention_1.mp3,"{""num_speakers"": 2, ""roles_detected"": [""agent"", ""customer""], ""customer_gender"": ""male"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""calm"", ""customer_emotion_intensity"": ""medium"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""neutral"", ""agent_confidence"": ""medium"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""resolved""}","{""num_speakers"": 2, ""roles_detected"": [""agent"", ""customer""], ""customer_gender"": ""male"", ""customer_speaking_rate"": ""normal"", ""customer_volume"": ""normal"", ""customer_main_emotion"": ""neutral"", ""customer_emotion_intensity"": ""low"", ""customer_sentiment"": ""neutral"", ""interruptions_by_agent"": 0, ""background_noise"": ""low"", ""agent_politeness"": ""polite"", ""agent_confidence"": ""high"", ""escalation_risk"": ""low"", ""call_outcome_signal"": ""unclear""}"
